Ind,Pop,Color,Longitude,Latitude
C4366,9101113a,deeppink,-66.4867,45.85379
C4367,9101113a,deeppink,-66.4873,45.85491
C4368,9101113a,deeppink,-66.5025,45.86455
C4369,9101113a,deeppink,-66.50404,45.86573
C4375,9101113a,deeppink,-66.4875,45.89002
C4377,9101113a,deeppink,-66.49091,45.88819
C4379,9101113a,deeppink,-66.49098,45.88776
C4383,9101113a,deeppink,-66.4921,45.88694
C4390,9101113a,deeppink,-66.49261,45.88464
C4391,9101113a,deeppink,-66.49337,45.88483
C4392,9101113a,deeppink,-66.49368,45.8847
C4393,9101113a,deeppink,-66.49374,45.88417
C4397,9101113a,deeppink,-66.49498,45.88301
C4399,9101113a,deeppink,-66.49511,45.88217
C4401,9101113a,deeppink,-66.49598,45.88218
C4402,9101113a,deeppink,-66.49625,45.88181
C4403,9101113a,deeppink,-66.49641,45.8816
C4404,9101113a,deeppink,-66.49689,45.88096
C4405,9101113a,deeppink,-66.49678,45.88114
C4413,9101113a,deeppink,-66.49416,45.8801
C4414,9101113a,deeppink,-66.49234,45.88634
C4514,9101113a,deeppink,-66.48139,45.85098
C4515,9101113a,deeppink,-66.48317,45.85149
C4516,9101113a,deeppink,-66.46942,45.85464
C4517,9101113a,deeppink,-66.47015,45.8548
C4518,9101113a,deeppink,-66.47016,45.85483
C4519,9101113a,deeppink,-66.47025,45.85462
C4526,9101113a,deeppink,-66.27884,45.88981
C4527,9101113a,deeppink,-66.28076,45.89304
C4528,9101113a,deeppink,-66.28044,45.89278
C4532,9101113a,deeppink,-66.40327,45.87734
C4533,9101113a,deeppink,-66.36336,45.89026
C4534,9101113a,deeppink,-66.3638,45.88848
C4697,9101113a,deeppink,-66.39405,45.87774
C4698,9101113a,deeppink,-66.36361,45.89193
C4699,9101113a,deeppink,-66.38107,45.88245
C4700,9101113a,deeppink,-66.38047,45.88568
C1541,9101113a,deeppink,-66.2998834,45.8854515
C1542,9101113a,deeppink,-66.2996161,45.8859133
C1544,9101113a,deeppink,-66.3008952,45.8855835
C1546,9101113a,deeppink,-66.2997387,45.884449
C1547,9101113a,deeppink,-66.2999835,45.8847158
C1548,9101113a,deeppink,-66.3005528,45.8849363
C1551,9101113a,deeppink,-66.3017143,45.8857018
C1553,9101113a,deeppink,-66.3032891,45.8864501
C1554,9101113a,deeppink,-66.3034026,45.8867678
C1555,9101113a,deeppink,-66.3039826,45.8870335
C1556,9101113a,deeppink,-66.3045128,45.886731
C1557,9101113a,deeppink,-66.3051282,45.8873306
C1558,9101113a,deeppink,-66.3052786,45.8876852
C1559,9101113a,deeppink,-66.306115,45.8877139
C1560,9101113a,deeppink,-66.3066797,45.8877632
C1561,9101113a,deeppink,-66.3071397,45.8878461
C1562,9101113a,deeppink,-66.3074199,45.8879157
C1563,9101113a,deeppink,-66.3076832,45.8875349
C1564,9101113a,deeppink,-66.3083167,45.8874958
C1565,9101113a,deeppink,-66.3086457,45.8876206
C1566,9101113a,deeppink,-66.3089881,45.8877367
C1567,9101113a,deeppink,-66.3093678,45.8878806
C1568,9101113a,deeppink,-66.3101715,45.8880526
C1569,9101113a,deeppink,-66.3106213,45.8880812
C1570,9101113a,deeppink,-66.3113493,45.8876843
C1571,9101113a,deeppink,-66.3112714,45.8874304
C1572,9101113a,deeppink,-66.310747,45.8873461
C1573,9101113a,deeppink,-66.3118529,45.8873991
C1574,9101113a,deeppink,-66.3122171,45.8875967
C1576,9101113a,deeppink,-66.3129533,45.887299
C1577,9101113a,deeppink,-66.3140508,45.8859207
C1578,9101113a,deeppink,-66.3128832,45.8874143
C1579,9101113a,deeppink,-66.3126454,45.8859326
C3990,9101113b,lightpink,-66.669269,45.963994
C3991,9101113b,lightpink,-66.667105,45.96427
C3992,9101113b,lightpink,-66.667009,45.964323
C3993,9101113b,lightpink,-66.666862,45.964276
C3994,9101113b,lightpink,-66.668267,45.964183
C4172,9101113b,lightpink,-66.69308,45.98742
C4173,9101113b,lightpink,-66.6918,45.98801
C4232,9101113b,lightpink,-66.64687,45.9617
C4234,9101113b,lightpink,-66.64687,45.9617
C4259,9101113b,lightpink,-66.78109,45.96775
C4260,9101113b,lightpink,-66.78146,45.96796
C4261,9101113b,lightpink,-66.76376,45.96838
C4262,9101113b,lightpink,-66.75617,45.96694
C4263,9101113b,lightpink,-66.75663,45.96708
C4264,9101113b,lightpink,-66.75637,45.96746
C4265,9101113b,lightpink,-66.7571,45.96745
C4266,9101113b,lightpink,-66.75691,45.96753
C4267,9101113b,lightpink,-66.75354,45.96712
C4269,9101113b,lightpink,-66.74807,45.9665
C4270,9101113b,lightpink,-66.74757,45.9665
C4271,9101113b,lightpink,-66.7404,45.96644
C4272,9101113b,lightpink,-66.74092,45.96669
C4273,9101113b,lightpink,-66.74094,45.96733
C4274,9101113b,lightpink,-66.72433,45.96772
C4275,9101113b,lightpink,-66.72765,45.96774
C4276,9101113b,lightpink,-66.72677,45.96781
C4277,9101113b,lightpink,-66.72535,45.96781
C4278,9101113b,lightpink,-66.71777,45.96761
C4279,9101113b,lightpink,-66.71439,45.96785
C4280,9101113b,lightpink,-66.71599,45.96762
C4281,9101113b,lightpink,-66.71211,45.9677
C4282,9101113b,lightpink,-66.71072,45.9675
C4283,9101113b,lightpink,-66.7102,45.96764
C4284,9101113b,lightpink,-66.70877,45.96769
C4285,9101113b,lightpink,-66.70371,45.96725
C4286,9101113b,lightpink,-66.7376,45.96688
C4287,9101113b,lightpink,-66.70351,45.96666
C4288,9101113b,lightpink,-66.70349,45.96594
C4289,9101113b,lightpink,-66.70252,45.96596
C4290,9101113b,lightpink,-66.70243,45.96613
C4292,9101113b,lightpink,-66.69767,45.96689
C4306,9101113b,lightpink,-66.66264,45.95958
C4307,9101113b,lightpink,-66.66271,45.95958
C4309,9101113b,lightpink,-66.6713,45.96072
C4310,9101113b,lightpink,-66.6729,45.96098
C4311,9101113b,lightpink,-66.6734,45.96122
C4312,9101113b,lightpink,-66.67552,45.96243
C4313,9101113b,lightpink,-66.67715,45.96321
C4314,9101113b,lightpink,-66.68288,45.96513
C4318,9101113b,lightpink,-66.69072,45.98466
C4320,9101113b,lightpink,-66.6892,45.98608
C4321,9101113b,lightpink,-66.689,45.98634
C4322,9101113b,lightpink,-66.68881,45.98632
C4323,9101113b,lightpink,-66.68688,45.98799
C4324,9101113b,lightpink,-66.70061,46.00626
C4328,9101113b,lightpink,-66.69848,46.0029
C4334,9101113b,lightpink,-66.68658,45.98795
C4336,9101113b,lightpink,-66.68562,45.98744
C4529,9101113b,lightpink,-66.64878,45.96125
C1582,9101113b,lightpink,-66.831835,45.9863459
C1583,9101113b,lightpink,-66.8321107,45.9855681
C1584,9101113b,lightpink,-66.8322352,45.9853544
C1585,9101113b,lightpink,-66.8323175,45.98523
C1586,9101113b,lightpink,-66.832151,45.9848668
C1588,9101113b,lightpink,-66.8317309,45.9843818
C1589,9101113b,lightpink,-66.8317652,45.9841665
C1590,9101113b,lightpink,-66.8317453,45.9840131
C1591,9101113b,lightpink,-66.8314992,45.9837024
C1592,9101113b,lightpink,-66.831302,45.9834646
C1593,9101113b,lightpink,-66.8312992,45.9832035
C1594,9101113b,lightpink,-66.8313119,45.9828798
C1595,9101113b,lightpink,-66.8313615,45.9826017
C1596,9101113b,lightpink,-66.8313152,45.9824658
C1597,9101113b,lightpink,-66.8314648,45.9822706
C1598,9101113b,lightpink,-66.8316664,45.9820674
C1599,9101113b,lightpink,-66.8319955,45.9822357
C1600,9101113b,lightpink,-66.8318975,45.9824318
C1601,9101113b,lightpink,-66.8317275,45.9828156
C1602,9101113b,lightpink,-66.8315499,45.9833973
C1603,9101113b,lightpink,-66.8316666,45.9837146
C1604,9101113b,lightpink,-66.8320177,45.9839822
C1605,9101113b,lightpink,-66.8314974,45.9854034
C1606,9101113b,lightpink,-66.8315305,45.9852151
C1607,9101113b,lightpink,-66.8313723,45.984969
C1608,9101113b,lightpink,-66.8311886,45.9847135
C1609,9101113b,lightpink,-66.8320656,45.9857293
C1610,9101113b,lightpink,-66.8314726,45.9866991
C1611,9101113b,lightpink,-66.8313609,45.986913
C1612,9101113b,lightpink,-66.8314564,45.9871128
C1613,9101113b,lightpink,-66.8313283,45.9874164
C1614,9101113b,lightpink,-66.8313224,45.9875693
C3173,9101113b,lightpink,-66.91072,46.06885
C3204,9101113b,lightpink,-66.91138,46.06835
C3223,9101113b,lightpink,-66.90788,46.0717
C3229,9101113b,lightpink,-66.90913,46.0729
C3235,9101113b,lightpink,-66.90793,46.07042
C3258,9101113b,lightpink,-66.90855,46.07263
C3262,9101113b,lightpink,-66.92072,46.07208
C3270,9101113b,lightpink,-66.92213,46.0728
C3300,9101113b,lightpink,-66.92118,46.07227
C3330,9101113b,lightpink,-66.91348,46.06913
C3390,9101113b,lightpink,-66.922,46.07248
C3424,9101113b,lightpink,-66.9096,46.06962
C3958,9101113b,lightpink,-66.577054,46.002343
C3959,9101113b,lightpink,-66.672434,46.270326
C3960,9101113b,lightpink,-66.671308,46.270536
C3962,9101113b,lightpink,-66.638585,46.258053
C3963,9101113b,lightpink,-66.639149,46.257839
C4019,9101113b,lightpink,-66.582507,45.988462
C4020,9101113b,lightpink,-66.671859,46.270516
C4021,9101113b,lightpink,-66.615181,46.192917
C3995,9101113b,lightpink,-66.60573,45.92625
C3996,9101113b,lightpink,-66.605687,45.926186
C3998,9101113b,lightpink,-66.607551,45.926556
C4000,9101113b,lightpink,-66.60488,45.925868
C4001,9101113b,lightpink,-66.605582,45.926097
C4002,9101113b,lightpink,-66.605512,45.926154
C4004,9101113b,lightpink,-66.576714,45.901748
C4005,9101113b,lightpink,-66.576762,45.901589
C4006,9101113b,lightpink,-66.576033,45.902238
C4007,9101113b,lightpink,-66.576971,45.901699
C4008,9101113b,lightpink,-66.57681,45.902027
C4009,9101113b,lightpink,-66.576887,45.901724
C4010,9101113b,lightpink,-66.576779,45.902013
C4023,9101113b,lightpink,-66.576626,46.002403
C4235,9101113b,lightpink,-66.63223,45.94715
C1692,151,lightcoral,-78.5228007,44.6061659
C1693,151,lightcoral,-78.5243996,44.6059035
C1694,151,lightcoral,-78.5243943,44.6060295
C1695,151,lightcoral,-78.524714,44.6062164
C1698,151,lightcoral,-78.5262107,44.6050966
C1699,151,lightcoral,-78.5307984,44.6065643
C1700,151,lightcoral,-78.5329318,44.6052871
C1701,151,lightcoral,-78.5257843,44.603863
C1702,151,lightcoral,-78.5248344,44.6030862
C1703,151,lightcoral,-78.5243469,44.6021034
C1704,151,lightcoral,-78.5243675,44.6019148
C1705,151,lightcoral,-78.526917,44.6033024
C1706,151,lightcoral,-78.5268937,44.603851
C1707,151,lightcoral,-78.5269692,44.6041498
C1708,151,lightcoral,-78.5249716,44.6048987
C1709,151,lightcoral,-78.5249304,44.6046817
C1710,151,lightcoral,-78.5240128,44.605517
C1712,151,lightcoral,-78.5229961,44.6048288
C1714,151,lightcoral,-78.5218979,44.6039857
C1715,151,lightcoral,-78.5223125,44.604904
C1717,151,lightcoral,-78.5221118,44.6048816
C1718,151,lightcoral,-78.5223635,44.6054813
C1719,151,lightcoral,-78.5220366,44.6054652
C1720,151,lightcoral,-78.5218496,44.6054161
C1656,170,orangered3,-77.0865895,45.3966815
C1657,170,orangered3,-77.0863352,45.3967132
C1658,170,orangered3,-77.0868288,45.3965871
C1659,170,orangered3,-77.087019,45.3965476
C1661,170,orangered3,-77.0878786,45.3962979
C1662,170,orangered3,-77.0864649,45.3929482
C1663,170,orangered3,-77.0861054,45.3929008
C1664,170,orangered3,-77.0854891,45.3931641
C1665,170,orangered3,-77.0851977,45.3932324
C1667,170,orangered3,-77.0859649,45.3935964
C1673,170,orangered3,-77.0838515,45.3937971
C1674,170,orangered3,-77.0838528,45.393833
C1676,170,orangered3,-77.0839329,45.3935795
C1677,170,orangered3,-77.083852,45.393464
C1681,170,orangered3,-77.0999705,45.3929976
C1682,170,orangered3,-77.0834016,45.3926801
C1683,170,orangered3,-77.083049,45.3924705
C1685,170,orangered3,-77.0667948,45.3920188
C1688,170,orangered3,-77.067683,45.3925518
C1689,170,orangered3,-77.0697654,45.3925501
C4707,125147,red4,-79.47819718,44.0705543
C4747,125147,red4,-79.31148647,44.0390229
C4772,125147,red4,-79.38496721,44.07691795
C4781,125147,red4,-79.43645969,44.59367138
C4782,125147,red4,-79.62593849,44.39923821
C4787,125147,red4,-79.5355593,44.25073716
C4790,125147,red4,-79.5355593,44.25073716
C4803,125147,red4,-79.47133638,43.9756033
C4813,125147,red4,-79.51345962,44.03422207
C4837,125147,red4,-79.55735586,44.54190461
C4838,125147,red4,-79.56742198,44.5395106
C4843,125147,red4,-79.48722082,44.11924672
C4857,125147,red4,-79.36040365,44.58633884
C4828,125147,red4,-79.66213241,44.6371307
C4835,125147,red4,-79.62641067,44.53451874
C4836,125147,red4,-79.6115833,44.54937378
C4842,125147,red4,-79.66835945,44.58039765
C4863,125147,red4,-79.48852935,44.60105236
C4744,125147,red4,-79.10008076,43.91724483
C4745,125147,red4,-79.03330964,43.94705048
C4768,125147,red4,-79.12191928,43.88344678
C4769,125147,red4,-79.11804773,43.89372808
C4771,125147,red4,-79.26919204,44.00890396
C4784,125147,red4,-79.1220092,43.88335822
C4785,125147,red4,-79.12194812,43.88332121
C4795,125147,red4,-78.92349399,43.90782381
C4796,125147,red4,-79.31101476,43.90964601
C4797,125147,red4,-79.31101476,43.90964601
C4800,125147,red4,-79.11027342,43.89901083
C4801,125147,red4,-79.12536348,43.90261775
C4802,125147,red4,-79.12370028,43.90363485
C4804,125147,red4,-79.52481132,43.89895733
C4805,125147,red4,-79.52877377,43.92613607
C4806,125147,red4,-79.51682335,43.93481398
C4850,125147,red4,-79.19501845,43.84747654
C4748,126147,firebrick1,-79.99760478,44.21683336
C4753,126147,firebrick1,-79.99758422,44.21140429
C4754,126147,firebrick1,-79.99766268,44.2097304
C4760,126147,firebrick1,-80.18270251,44.27838531
C4761,126147,firebrick1,-80.24932118,44.40611723
C4762,126147,firebrick1,-80.19230551,44.29456904
C4791,126147,firebrick1,-80.01063824,44.26156632
C4810,126147,firebrick1,-80.03877112,44.21879875
C4812,126147,firebrick1,-80.27188675,44.42960766
C4816,126147,firebrick1,-79.99193488,43.99475317
C4821,126147,firebrick1,-80.20816941,44.33879475
C4864,126147,firebrick1,-80.20715169,44.27465031
C4866,126147,firebrick1,-80.27619625,44.42858172
C1722,126147,firebrick1,-80.2638593,44.406518
C1724,126147,firebrick1,-80.2620054,44.4081265
C1725,126147,firebrick1,-80.2620182,44.4081086
C1726,126147,firebrick1,-80.2621315,44.4080913
C1727,126147,firebrick1,-80.2619941,44.4080274
C1728,126147,firebrick1,-80.2619041,44.4081979
C1731,126147,firebrick1,-80.2613993,44.4083837
C1733,126147,firebrick1,-80.2607591,44.4093608
C1734,126147,firebrick1,-80.2607355,44.4092346
C1735,126147,firebrick1,-80.2605197,44.4094223
C1738,126147,firebrick1,-80.2617352,44.4096372
C1739,126147,firebrick1,-80.2619613,44.4096387
C1740,126147,firebrick1,-80.2592039,44.4091887
C1741,126147,firebrick1,-80.259256,44.409036
C1742,126147,firebrick1,-80.2453954,44.3988801
C1743,126147,firebrick1,-80.2454586,44.3988445
C1745,126147,firebrick1,-80.2458144,44.399495
C1746,126147,firebrick1,-80.2452011,44.3993379
C1747,126147,firebrick1,-80.2445025,44.3989822
C4742,126147,firebrick1,-79.74743543,43.40849548
C4743,126147,firebrick1,-79.74847061,43.40860586
C4752,126147,firebrick1,-79.97113998,43.20546921
C4792,126147,firebrick1,-79.89117321,43.24505376
C4793,126147,firebrick1,-79.89070996,43.24478814
C4811,126147,firebrick1,-79.95674908,43.72735249
C4814,126147,firebrick1,-79.8782074,43.42304455
C4815,126147,firebrick1,-79.89308186,43.41893947
C4817,126147,firebrick1,-79.89117074,43.24505374
C4818,126147,firebrick1,-79.89117534,43.24507179
C4819,126147,firebrick1,-79.89266101,43.2445189
C4826,126147,firebrick1,-79.92898935,43.77108846
C4829,126147,firebrick1,-79.89540842,43.24516678
C4830,126147,firebrick1,-79.89100219,43.24429572
C4831,126147,firebrick1,-79.8869725,43.245076
C4832,126147,firebrick1,-79.89037471,43.24357827
C4858,126147,firebrick1,-79.9101369,43.47629856
C4757,126147,firebrick1,-80.01076233,43.93495433
C4770,126147,firebrick1,-79.96523778,43.95642971
C4808,126147,firebrick1,-79.92179422,43.91962667
C4809,126147,firebrick1,-79.92169451,43.98028249
C4820,126147,firebrick1,-79.95011389,43.94329064
C4824,126147,firebrick1,-79.9097247,43.91074265
C4706,171188,brown1,-76.37702413,45.11617148
C4708,171188,brown1,-75.83995332,45.29375657
C4709,171188,brown1,-75.92347576,45.27891641
C4714,171188,brown1,-76.08621699,45.14720434
C4722,171188,brown1,-75.78849281,45.35713338
C4726,171188,brown1,-75.94849913,45.41467734
C4733,171188,brown1,-75.93459065,45.34237621
C4734,171188,brown1,-76.49107657,45.00961571
C4737,171188,brown1,-75.92020752,45.28023001
C4764,171188,brown1,-76.37702413,45.11617148
C4767,171188,brown1,-76.49107657,45.00961571
C4882,171188,brown1,-75.93164141,45.34155417
C4883,171188,brown1,-75.78792824,45.35601211
C4702,171188,brown1,-75.66162342,45.05074094
C4703,171188,brown1,-75.71606299,45.19697879
C4723,171188,brown1,-75.83389357,44.78405235
C4727,171188,brown1,-75.86220774,44.68202564
C4732,171188,brown1,-75.8623339,44.68202469
C4735,171188,brown1,-75.86196207,44.68247761
C4736,171188,brown1,-75.64864662,45.26730573
C4746,171188,brown1,-75.73908993,45.2605182
C4777,171188,brown1,-75.68052885,45.44847076
C4846,171188,brown1,-76.24268815,44.7682094
C4847,171188,brown1,-76.0799642,44.72291725
C4884,171188,brown1,-75.65992845,45.40029986
C4701,171188,brown1,-75.54946212,45.0079916
C4705,171188,brown1,-75.44020805,45.25810961
C4711,171188,brown1,-74.99104377,45.47752823
C4713,171188,brown1,-74.61182669,45.54977809
C4716,171188,brown1,-75.38013952,44.83822696
C4717,171188,brown1,-75.49989121,45.06281569
C4719,171188,brown1,-75.29913656,44.9744802
C4721,171188,brown1,-75.53305939,45.01810647
C4729,171188,brown1,-75.55312831,45.2958929
C4730,171188,brown1,-74.89517401,45.2214814
C4763,171188,brown1,-75.57449071,44.9728959
C4773,171188,brown1,-75.56429271,44.96754556
C4861,171188,brown1,-75.38454829,44.84099388
C4890,171188,brown1,-74.45861567,45.42330945
C4718,171188,brown1,-76.00185008,44.65176307
C4724,171188,brown1,-75.90493036,44.57312494
C4738,171188,brown1,-76.13029846,44.53663678
C4739,171188,brown1,-75.70478233,44.61644236
C4775,171188,brown1,-76.13029846,44.53663678
C4780,171188,brown1,-75.70484524,44.61643297
C4844,171188,brown1,-76.02606367,44.50848827
C4845,171188,brown1,-76.0265423,44.50851998
C4680,171188,brown1,-74.458859,45.037651
C4681,171188,brown1,-74.455706,45.041008
C4682,171188,brown1,-74.455007,45.040403
C4683,171188,brown1,-74.4874,45.018958
C4685,171188,brown1,-74.459549,45.036437
C4688,171188,brown1,-74.454726,45.04025
C4689,171188,brown1,-74.459858,45.036851
C4712,171188,brown1,-75.05832275,44.95902259
C4715,171188,brown1,-75.27344316,44.87048992
C4725,171188,brown1,-74.88881215,45.21805479
C4728,171188,brown1,-75.18315988,44.90753401
C4774,171188,brown1,-75.27344316,44.87048992
C4799,171188,brown1,-74.74346727,45.08723335
C4889,171188,brown1,-74.51961231,45.34045502
U1941,APA12PACb,darkgoldenrod1,-78.9640434,41.8558719
U1942,APA12PACb,darkgoldenrod1,-78.9477644,41.852601
U1957,APA12PACb,darkgoldenrod1,-78.9589435,41.835166
U2016,APA12PACb,darkgoldenrod1,-78.9484086,41.854684
U2021,APA12PACb,darkgoldenrod1,-78.958476,41.8388863
U2022,APA12PACb,darkgoldenrod1,-78.9578555,41.8390824
U2023,APA12PACb,darkgoldenrod1,-78.9577346,41.8383418
U2024,APA12PACb,darkgoldenrod1,-78.9580977,41.8379069
U2025,APA12PACb,darkgoldenrod1,-78.9577351,41.837189
U2026,APA12PACb,darkgoldenrod1,-78.9572456,41.8370542
U2027,APA12PACb,darkgoldenrod1,-78.9572362,41.8369729
U2028,APA12PACb,darkgoldenrod1,-78.9572748,41.8368926
U2029,APA12PACb,darkgoldenrod1,-78.9570876,41.8333137
U2030,APA12PACb,darkgoldenrod1,-78.9570191,41.8331954
U2031,APA12PACb,darkgoldenrod1,-78.9565105,41.8332855
U2032,APA12PACb,darkgoldenrod1,-78.9562589,41.8336232
U2033,APA12PACb,darkgoldenrod1,-78.9613726,41.8394511
U1943,APA12PACb,darkgoldenrod1,-79.2568496,41.8382918
U1944,APA12PACb,darkgoldenrod1,-79.2562674,41.8375535
U1945,APA12PACb,darkgoldenrod1,-79.2631744,41.8377752
U1946,APA12PACb,darkgoldenrod1,-79.2630228,41.8375928
U1947,APA12PACb,darkgoldenrod1,-79.2611927,41.8331249
U1948,APA12PACb,darkgoldenrod1,-79.2611925,41.8331339
U1949,APA12PACb,darkgoldenrod1,-79.2611047,41.8319257
U1955,APA12PACb,darkgoldenrod1,-79.2612414,41.832216
U2005,APA12PACb,darkgoldenrod1,-79.1164872,41.8228989
U2006,APA12PACb,darkgoldenrod1,-79.1165701,41.8229453
U2007,APA12PACb,darkgoldenrod1,-79.1169256,41.8231402
U2008,APA12PACb,darkgoldenrod1,-79.1158781,41.8231411
U2009,APA12PACb,darkgoldenrod1,-79.1158422,41.8231315
U2010,APA12PACb,darkgoldenrod1,-79.1147326,41.8231943
U2011,APA12PACb,darkgoldenrod1,-79.1147206,41.8231941
U2012,APA12PACb,darkgoldenrod1,-79.1145377,41.8232722
U2013,APA12PACb,darkgoldenrod1,-79.113853,41.8232159
U2014,APA12PACb,darkgoldenrod1,-79.1096045,41.8223354
U2015,APA12PACb,darkgoldenrod1,-79.1094593,41.8223601
U2702,APA12PACb,darkgoldenrod1,-79.25517,41.54528
U2703,APA12PACb,darkgoldenrod1,-79.255,41.54493
U2704,APA12PACb,darkgoldenrod1,-79.43827,41.47794
U2706,APA12PACb,darkgoldenrod1,-79.25742,41.54366
U2707,APA12PACb,darkgoldenrod1,-79.25728,41.54283
U2708,APA12PACb,darkgoldenrod1,-79.25751,41.54356
U2698,APA12PACb,darkgoldenrod1,-79.67814,41.69298
U2700,APA12PACb,darkgoldenrod1,-79.67642,41.69276
U1924,APA12PACb,darkgoldenrod1,-79.4335656,41.5357614
U1930,APA12PACb,darkgoldenrod1,-79.4362788,41.5350957
U1931,APA12PACb,darkgoldenrod1,-79.4362002,41.5348785
U1932,APA12PACb,darkgoldenrod1,-79.4362167,41.5346896
U1933,APA12PACb,darkgoldenrod1,-79.4362703,41.5344561
U1934,APA12PACb,darkgoldenrod1,-79.4360249,41.5341916
U1935,APA12PACb,darkgoldenrod1,-79.4360262,41.5341376
U1936,APA12PACb,darkgoldenrod1,-79.4360059,41.5339842
U1937,APA12PACb,darkgoldenrod1,-79.4358515,41.533928
U1938,APA12PACb,darkgoldenrod1,-79.4357922,41.5339002
U1939,APA12PACb,darkgoldenrod1,-79.4359011,41.5338566
U1940,APA12PACb,darkgoldenrod1,-79.4356876,41.5337637
U1950,APA12PACb,darkgoldenrod1,-79.2615604,41.8315544
U1951,APA12PACb,darkgoldenrod1,-79.2621681,41.8313474
U1953,APA12PACb,darkgoldenrod1,-79.2624792,41.8309738
U1954,APA12PACb,darkgoldenrod1,-79.2622741,41.8309888
U2044,APA12PACb,darkgoldenrod1,-79.2151435,41.5932839
U2045,APA12PACb,darkgoldenrod1,-79.2124249,41.5935388
U2046,APA12PACb,darkgoldenrod1,-79.2123076,41.5938793
U2047,APA12PACb,darkgoldenrod1,-79.2123435,41.5938798
U2048,APA12PACb,darkgoldenrod1,-79.2134036,41.5937252
U2049,APA12PACb,darkgoldenrod1,-79.2130606,41.5939811
U2050,APA12PACb,darkgoldenrod1,-79.2131943,41.5939201
U2051,APA12PACb,darkgoldenrod1,-79.2135536,41.5939437
U2052,APA12PACb,darkgoldenrod1,-79.2135887,41.5935389
U2056,APA12PACb,darkgoldenrod1,-79.4356254,41.5368432
U2057,APA12PACb,darkgoldenrod1,-79.4355994,41.5369239
U2058,APA12PACb,darkgoldenrod1,-79.4359363,41.5368745
U2059,APA12PACb,darkgoldenrod1,-79.436765,41.5373091
U2060,APA12PACb,darkgoldenrod1,-79.4367429,41.5372277
U2061,APA12PACb,darkgoldenrod1,-79.4362935,41.5374738
U2062,APA12PACb,darkgoldenrod1,-79.4367914,41.5377057
U2063,APA12PACb,darkgoldenrod1,-79.4368365,41.5378234
U2064,APA12PACb,darkgoldenrod1,-79.4373531,41.5392716
U2065,APA12PACb,darkgoldenrod1,-79.4374751,41.5396785
U2066,APA12PACb,darkgoldenrod1,-79.4351628,41.5371342
U2067,APA12PACb,darkgoldenrod1,-79.4363042,41.5320517
U2068,APA12PACb,darkgoldenrod1,-79.4362188,41.5321136
